brand,milage,fuel_type,transmission,price,horsepower,engine_displacement,age
26,84259,4,27,20950,5.0,416.0,8
51,111000,4,42,15000,2.0,240.0,10
32,83150,4,15,19900,2.3,244.0,12
23,16800,5,27,61000,1.6,227.0,2
22,55000,4,11,28000,3.6,285.0,8
5,37000,4,21,65000,3.0,425.0,7
40,65000,4,21,65000,3.6,310.0,8
46,33500,4,36,32850,2.4,260.0,4
25,27000,5,42,40000,3.0,395.0,2
4,75000,4,19,9000,5.2,525.0,13
14,112000,2,33,14500,2.5,169.0,9
49,108000,4,9,6950,2.2,133.0,25
9,44168,4,7,34000,5.7,350.0,21
10,141485,4,9,11500,3.2,215.0,19
20,119000,4,36,26000,3.5,295.0,6
14,186268,4,7,5000,2.3,153.0,17
14,72900,4,15,17899,3.5,310.0,8
14,120000,1,15,33000,6.7,450.0,7
5,63250,4,33,28500,3.0,300.0,6
15,124000,4,27,32000,6.2,420.0,6
34,22480,4,42,44900,4.7,402.0,3
40,96275,4,19,9998,3.6,325.0,18
34,122009,4,15,13999,3.5,268.0,14
37,106700,4,19,15000,3.7,332.0,15
1,42609,4,4,32662,2.0,331.6983232435877,3
27,46000,4,3,50000,3.5,450.0,5
41,70968,4,28,35273,3.6,331.6983232435877,4
14,33000,4,3,52000,3.5,450.0,6
4,70612,4,21,15500,3.0,333.0,13
17,106000,4,33,11800,2.4,166.0,15
36,143346,4,33,13310,2.4,140.0,20
41,107714,4,28,64000,5.7,331.6983232435877,2
4,22500,5,42,50000,3.0,335.0,5
49,177702,4,33,19500,2.5,179.0,13
41,135465,4,33,21500,3.6,280.0,8
34,124630,1,9,55000,3.0,188.0,7
32,26520,4,33,22800,2.5,187.0,7
4,116500,4,25,21900,1.8,201.0,10
5,53782,4,33,49995,3.0,335.0,3
14,670,4,3,58900,3.5,375.0,2
9,107800,4,33,15000,6.0,395.0,17
34,28182,4,42,44950,4.0,469.0,6
4,83500,4,19,9500,2.0,200.0,16
14,70503,4,19,18955,3.7,305.0,10
49,163500,4,15,7900,4.3,278.0,13
41,91812,4,27,21000,5.7,395.0,3
14,9281,4,33,53000,3.5,375.0,1
26,52284,4,15,29950,3.5,306.0,9
25,116500,4,15,15999,5.0,375.0,11
4,63400,4,33,29000,3.0,333.0,7
25,42125,4,42,38999,2.0,237.0,5
34,58375,4,31,29975,2.0,241.0,6
15,124000,4,27,25500,6.2,420.0,8
4,20500,4,27,48000,4.0,605.0,3
4,10400,4,33,29900,2.0,248.0,6
34,60000,4,33,41000,2.0,255.0,3
5,77000,4,42,13750,2.0,240.0,11
23,61000,4,27,38500,3.3,365.0,6
37,148000,4,33,13000,2.5,170.0,7
37,180036,4,36,9100,2.5,202.0,15
5,82000,4,42,20000,3.0,320.0,10
5,13500,4,21,60000,4.0,414.0,12
9,8288,4,27,54000,6.2,455.0,2
9,35900,4,27,35999,6.2,455.0,7
5,25000,4,27,65000,4.4,567.0,8
39,127000,4,33,17000,3.8,200.0,23
14,53000,4,15,37000,3.5,310.0,4
25,45000,4,33,39000,2.0,247.0,5
50,59500,4,19,28500,2.0,210.0,8
5,52000,4,42,54000,3.0,335.0,4
1,78101,4,15,19500,3.7,300.0,10
34,41500,4,42,44800,4.0,416.0,8
9,170000,4,15,15000,3.6,305.0,20
20,51000,4,36,41000,3.5,295.0,5
14,11500,3,11,59400,3.716927534611586,331.6983232435877,31
9,12500,4,27,9999,6.2,490.0,3
9,103814,4,15,34000,5.3,355.0,10
17,102665,4,33,17700,1.8,143.0,9
34,6400,4,42,47500,4.0,503.0,7
49,101900,4,33,16500,4.0,270.0,8
34,88883,4,16,28251,2.0,331.6983232435877,6
34,175722,4,9,9850,5.0,302.0,17
11,14684,4,28,49500,3.6,331.6983232435877,2
5,123256,4,42,24995,3.0,300.0,10
14,113395,2,15,16000,3.7,300.0,8
4,137273,4,42,9999,2.0,200.0,13
34,46000,4,21,41500,4.7,429.0,8
20,60000,4,21,19000,5.6,400.0,8
15,93000,4,15,30000,5.3,355.0,8
14,44460,4,3,33400,2.7,325.0,3
27,138050,4,7,19999,5.0,302.0,19
49,148740,4,9,10340,3.3,225.0,18
14,19700,4,19,18500,1.5,181.0,5
40,62500,4,19,40500,3.8,385.0,8
46,162000,4,36,8500,2.5,175.0,8
14,45617,4,19,36500,5.0,460.0,4
5,43000,4,27,30000,2.0,248.0,5
36,136400,4,33,7200,2.4,140.0,21
9,59419,4,15,19250,5.3,355.0,9
23,14676,4,27,44249,3.8,291.0,2
34,72000,4,33,39500,4.0,416.0,7
46,50992,4,42,37000,2.4,260.0,6
25,85000,4,31,21000,2.0,240.0,8
41,1295,4,33,55500,5.7,395.0,10
26,53814,4,33,42500,3.5,295.0,4
22,59692,4,27,34900,3.6,285.0,5
15,157000,4,33,29000,5.3,355.0,9
25,160000,4,15,6880,3.2,230.0,14
25,58000,4,33,25500,3.0,340.0,5
22,7652,4,27,31000,3.6,293.0,2
14,161000,4,33,7500,5.4,260.0,23
40,84500,4,21,51900,4.8,440.0,10
18,159500,4,33,7500,6.0,325.0,18
5,14360,5,27,40000,3.0,335.0,3
8,116500,4,27,26950,6.2,420.0,9
7,66770,4,27,21500,3.6,310.0,8
9,239000,4,33,8000,4.3,200.0,23
22,1750,4,33,55000,3.6,285.0,2
51,115000,4,33,32500,2.0,316.0,6
34,54500,4,31,47999,3.0,362.0,3
34,96000,4,33,4200,4.0,416.0,17
34,4760,4,32,42590,4.0,331.6983232435877,3
8,104000,4,9,20900,3.0,270.0,12
34,49000,4,31,22945,2.0,241.0,6
19,104994,5,33,14500,2.4,206.0,11
22,157000,2,33,17700,3.6,290.0,9
49,184421,4,33,8100,1.8,132.0,15
5,125575,4,42,30999,3.0,300.0,8
5,33214,4,33,43500,2.0,322.0,5
9,126700,4,9,14000,5.7,305.0,25
21,15000,4,42,46000,5.0,550.0,2
5,3400,4,21,60000,6.0,523.0,1
10,25000,4,9,37900,3.6,292.0,15
17,90200,4,33,9499,1.8,140.0,16
5,34000,4,39,61995,3.0,425.0,4
4,35850,4,21,34000,2.0,252.0,6
10,134000,4,9,8700,5.7,340.0,17
20,95170,4,19,24900,3.5,280.0,19
49,86000,2,15,16500,5.7,381.0,6
26,143250,4,15,11000,5.0,416.0,14
9,53433,4,3,42900,5.3,355.0,5
40,36466,4,23,24950,2.0,331.6983232435877,7
26,25025,4,27,44999,4.6,380.0,16
9,130000,4,15,6500,3.0,264.0,13
49,98385,4,36,32999,3.5,270.0,9
14,67073,4,3,44800,3.5,450.0,4
8,95570,4,33,17800,6.2,403.0,11
25,29500,4,33,49900,2.0,247.0,4
22,107000,4,33,7900,2.4,172.0,14
40,67800,4,19,44999,6.2,455.0,6
51,134000,4,9,19000,3.2,240.0,22
49,160000,4,33,6000,4.7,230.0,26
8,7600,4,33,46000,2.0,237.0,1
14,61001,4,4,30599,2.3,331.6983232435877,4
19,103111,5,15,26000,2.4,199.0,11
40,52744,4,42,28750,3.0,420.0,7
20,167000,4,33,14000,3.5,265.0,12
34,84500,4,21,41500,6.3,451.0,8
34,63000,4,33,40000,4.0,469.0,6
5,1500,4,33,53500,3.0,425.0,1
49,86170,4,33,22500,3.3,210.0,17
34,21500,4,33,8900,3.5,268.0,15
14,133504,4,19,30000,5.0,412.0,13
49,244896,4,33,49500,3.5,295.0,4
45,95426,4,33,6900,2.4,158.0,13
40,51354,4,21,44800,3.8,400.0,6
26,16000,4,33,30500,3.5,260.0,6
8,18385,4,27,41927,3.6,310.0,3
50,63250,4,7,3499,2.0,115.0,21
32,46700,4,9,11800,2.3,156.0,17
9,33000,4,3,34999,2.0,240.0,5
41,18051,4,34,43999,5.7,331.6983232435877,3
2,26500,4,27,38000,2.0,280.0,6
49,92000,4,15,20500,5.7,381.0,8
5,87500,4,19,14999,3.0,230.0,18
27,28399,4,3,48950,3.5,450.0,6
15,47850,4,33,41000,6.2,420.0,6
34,19000,4,27,54490,5.5,550.0,5
37,88000,4,15,61000,3.8,480.0,15
9,148000,2,33,18000,5.3,320.0,12
27,212000,4,15,9450,2.0,240.0,12
22,41000,4,27,34700,3.6,285.0,5
14,107500,4,33,9500,2.0,132.0,15
49,183544,2,15,17500,5.7,381.0,12
14,137000,4,33,26500,3.5,365.0,7
49,138000,4,9,7750,4.7,282.0,19
14,92800,4,33,9500,3.7,275.0,12
49,98313,4,33,15000,1.8,132.0,11
40,76009,4,33,63100,3.5,375.0,2
9,134602,4,16,9995,1.4,331.6983232435877,10
8,51300,4,16,23995,3.6,331.6983232435877,6
14,81327,4,42,19500,6.2,411.0,10
9,51133,4,34,49427,3.6,331.6983232435877,3
5,78150,4,27,29000,3.0,300.0,10
5,69000,4,33,40000,4.4,445.0,5
27,190395,4,33,7500,4.6,239.0,19
11,43000,2,15,35000,3.6,283.0,4
4,20623,4,33,37900,2.0,248.0,5
40,75000,3,33,19500,3.716927534611586,331.6983232435877,28
40,125470,4,19,27000,3.8,355.0,22
14,74500,4,33,27499,3.5,310.0,6
25,19987,4,33,48000,2.0,247.0,4
49,48000,4,42,21000,3.5,295.0,6
11,135465,4,33,9000,3.7,210.0,14
5,65800,4,19,44900,3.0,425.0,9
5,40000,4,33,32000,3.0,335.0,6
49,244200,4,33,7500,4.7,282.0,23
37,85768,4,9,21900,4.0,261.0,12
11,50750,3,33,15300,3.716927534611586,331.6983232435877,30
14,55000,4,19,25980,2.0,150.0,11
22,63250,4,27,26299,6.4,470.0,4
9,60000,4,42,19000,6.0,400.0,14
4,125575,4,27,8500,2.0,211.0,12
34,77925,4,21,19500,3.5,302.0,10
27,83765,4,33,11200,3.5,263.0,13
22,99450,4,19,21000,3.8,202.0,15
5,64800,4,42,45000,4.4,560.0,9
5,138000,4,9,9950,2.5,184.0,19
25,145000,4,33,12998,4.6,217.0,20
8,108044,4,27,31380,6.2,420.0,9
5,136500,4,19,9985,4.0,414.0,13
37,73846,4,35,19998,3.716927534611586,331.6983232435877,5
46,63400,4,33,29900,2.4,260.0,4
14,54500,4,3,41500,2.7,325.0,5
4,41200,4,27,41000,3.0,335.0,5
4,82323,4,33,23000,2.0,211.0,12
11,131100,4,33,11000,3.7,210.0,17
46,106000,4,19,19000,2.5,265.0,12
5,25000,4,27,48295,4.4,567.0,6
34,33548,4,31,57999,3.0,362.0,5
14,47852,4,16,10995,2.3,331.6983232435877,8
14,92000,4,42,20000,2.7,315.0,8
5,29500,4,21,50000,4.4,560.0,8
26,78110,4,27,34500,3.5,306.0,10
23,56300,4,27,29500,3.3,365.0,6
4,57912,4,27,29800,3.0,333.0,10
5,29000,4,33,29000,2.0,228.0,6
4,2437,5,33,49995,3.0,335.0,3
14,31000,4,19,42850,5.0,460.0,6
14,53401,4,3,37500,3.5,400.0,5
14,134000,4,33,37900,3.5,310.0,8
14,130307,2,33,5500,3.7,275.0,14
9,89000,4,19,20900,6.2,455.0,6
4,42650,4,42,31990,2.0,220.0,5
41,21165,4,28,25980,5.7,331.6983232435877,2
27,103814,4,15,17000,2.0,245.0,8
22,136500,4,19,15500,4.0,190.0,21
14,162100,2,15,12000,6.2,316.0,12
37,167000,4,33,14500,3.5,284.0,11
4,46700,5,27,34000,3.0,335.0,5
41,54800,5,27,38500,5.7,395.0,5
23,67499,4,27,18700,3.8,291.0,1
34,2200,4,42,60200,2.0,208.0,1
49,101900,4,33,28000,4.0,270.0,5
5,52500,4,27,24950,2.0,228.0,7
11,135000,4,9,15000,5.7,370.0,10
4,41059,4,42,11100,3.0,335.0,9
26,53900,4,33,37000,3.5,295.0,8
14,167500,2,33,10795,5.4,255.0,14
20,53900,4,19,27500,3.5,306.0,17
37,48000,4,42,33000,5.6,390.0,6
34,12000,4,31,46900,4.0,577.0,2
14,31250,4,3,32000,2.7,325.0,6
15,149460,4,7,6500,2.4,182.0,16
36,160000,4,9,5750,3.8,260.0,16
4,39000,4,33,48000,2.0,252.0,6
41,42000,4,15,36000,6.4,410.0,7
41,26213,5,27,45515,5.7,395.0,3
1,70000,4,33,16000,3.7,305.0,11
26,121250,4,15,9500,2.5,204.0,14
24,13600,4,33,50000,4.0,641.0,2
46,87000,4,19,15700,2.5,265.0,11
14,100900,2,33,9998,4.6,225.0,19
26,142215,4,33,6900,3.5,275.0,13
14,25000,4,15,36995,3.5,365.0,8
9,53100,4,15,14200,2.5,331.6983232435877,9
8,111000,4,33,13000,3.6,308.0,8
49,151896,4,33,9750,4.6,310.0,17
34,79876,4,21,51900,4.7,449.0,8
4,50000,4,42,25000,3.0,333.0,6
25,111000,4,31,17000,2.0,240.0,9
27,15000,4,27,53999,2.0,250.0,3
41,81301,4,28,32085,5.7,331.6983232435877,3
18,118500,4,33,12900,3.7,242.0,17
5,50000,4,27,29895,3.0,473.0,4
1,107818,4,19,11000,2.0,201.0,14
5,55000,4,27,25000,3.0,300.0,7
34,160000,4,33,18000,5.0,302.0,21
10,101750,2,33,14000,3.6,283.0,9
26,141209,4,33,16900,3.5,306.0,10
14,85253,4,33,19500,3.5,365.0,8
14,85000,4,33,55000,3.5,375.0,4
49,40208,4,16,35645,4.0,331.6983232435877,6
17,49650,4,19,20800,2.5,176.0,11
4,44000,4,21,47995,3.0,354.0,6
4,163692,4,15,8900,2.0,292.0,12
9,69000,4,33,23000,3.6,323.0,10
9,160000,2,7,7500,5.3,295.0,19
22,20172,4,42,32000,3.6,285.0,3
5,31350,4,42,54500,3.0,425.0,7
41,30455,4,28,39777,5.7,331.6983232435877,3
49,59700,4,33,12500,1.8,132.0,14
34,9500,4,31,26900,2.0,241.0,6
5,87500,4,33,15999,3.0,300.0,8
22,146000,4,7,4200,4.0,190.0,16
51,60000,4,15,36750,3.2,235.0,16
25,57918,4,33,23000,3.0,340.0,7
9,170000,4,33,6500,1.4,138.0,14
49,38000,4,27,44870,3.5,295.0,5
15,45000,4,33,15500,2.5,182.0,4
9,74000,4,27,45000,6.2,455.0,7
5,111000,4,33,9900,2.0,240.0,12
22,14900,4,27,40500,3.6,285.0,4
14,53500,4,3,33000,3.5,375.0,3
32,19319,4,16,27899,2.5,331.6983232435877,4
50,159870,4,33,9499,2.5,170.0,12
5,22000,4,42,38999,3.0,335.0,3
5,103000,4,19,45999,3.0,425.0,8
9,87500,4,42,19000,6.2,430.0,16
14,167887,4,7,8000,2.5,201.0,27
22,151896,4,7,13000,4.0,190.0,19
22,142400,4,33,13800,3.8,202.0,14
34,69000,4,42,39999,4.0,469.0,8
25,29500,4,42,39999,3.0,380.0,5
49,185000,4,33,8500,4.0,270.0,12
49,133255,4,33,11000,3.3,210.0,14
22,86250,4,33,18000,3.6,285.0,12
15,76163,4,33,16999,5.3,295.0,19
41,34365,4,27,47500,6.4,410.0,3
5,120000,4,42,13850,2.0,240.0,10
7,3880,4,28,52991,1.3,331.6983232435877,2
9,145000,4,33,4200,3.8,200.0,23
49,109357,4,19,12850,1.8,180.0,17
23,66075,4,16,18387,3.3,331.6983232435877,5
50,63277,4,15,20900,1.8,170.0,4
34,53450,4,21,49999,4.6,429.0,11
34,72922,4,21,31000,3.5,302.0,7
14,30918,4,4,45999,3.5,331.6983232435877,3
9,74000,4,15,25500,5.3,355.0,9
5,105000,4,19,11100,4.0,414.0,13
5,45000,4,33,23500,2.0,240.0,9
2,26500,4,27,53900,2.9,505.0,2
51,25000,4,27,31300,2.5,300.0,8
5,54500,4,33,35000,4.4,445.0,9
8,76170,4,15,16900,3.0,270.0,11
5,104000,4,42,21000,2.0,240.0,8
30,568,4,27,52999,3.0,424.0,4
14,27000,4,33,38700,3.5,310.0,4
9,104000,2,15,19500,5.3,320.0,13
9,139000,4,33,14000,1.5,160.0,7
37,86000,4,33,29500,5.6,317.0,9
17,36000,5,36,32000,2.0,212.0,6
5,54000,4,42,59500,3.0,425.0,6
5,34000,4,42,65499,4.4,560.0,9
4,64800,4,21,34900,4.0,450.0,6
5,24108,5,27,52000,3.0,335.0,3
14,87500,4,33,31000,2.3,310.0,7
34,48000,4,31,35999,3.0,362.0,7
1,106335,4,19,18000,3.7,300.0,15
49,1400,4,33,40000,4.0,270.0,1
25,58100,4,27,53499,5.0,518.0,6
15,87500,4,15,21000,5.3,355.0,9
23,100730,4,33,6500,2.7,173.0,14
9,26000,4,15,31995,6.2,455.0,9
41,21165,4,28,46105,5.7,331.6983232435877,2
8,52775,4,27,39777,6.2,420.0,11
2,44000,4,27,19900,2.0,280.0,7
14,59528,4,3,17599,3.5,375.0,5
9,74600,4,7,14500,5.7,350.0,17
41,70968,4,33,33500,5.7,395.0,2
5,70700,4,27,26000,4.4,445.0,9
34,55403,4,32,32324,2.0,331.6983232435877,5
8,92149,1,4,25221,3.0,331.6983232435877,3
5,29500,4,21,45000,3.0,425.0,6
49,101900,4,9,18000,4.0,270.0,5
5,89000,4,42,17000,3.0,300.0,12
5,41000,5,27,36000,3.0,335.0,4
8,11256,4,3,54500,6.2,420.0,3
17,91600,4,42,26500,3.5,280.0,6
26,170000,4,33,7500,3.5,270.0,20
14,125000,4,15,24500,3.5,365.0,8
22,57237,4,27,35900,3.6,285.0,4
10,109000,4,33,4200,3.5,250.0,18
5,99450,4,42,17200,2.5,184.0,10
5,79995,4,42,23995,4.4,445.0,6
9,170000,4,33,6900,6.2,420.0,17
34,93000,4,21,15000,3.7,328.0,10
14,16000,4,19,19000,5.0,412.0,13
19,2905,4,27,43500,2.5,191.0,2
40,10950,4,21,5949,3.8,355.0,17
27,49273,4,3,29995,3.5,450.0,5
14,119000,4,15,24995,2.0,231.0,8
14,23850,4,3,46500,3.5,375.0,2
32,4004,4,15,25500,2.5,186.0,5
14,101750,4,15,4199,3.7,305.0,12
10,74582,2,15,8500,3.6,283.0,12
14,42526,4,19,40200,5.0,435.0,5
41,31349,4,16,36949,6.4,331.6983232435877,6
20,109000,4,33,7599,3.5,265.0,13
36,94500,4,11,15000,2.0,286.0,17
5,125000,4,33,15599,2.0,248.0,7
7,77107,4,32,33610,3.6,331.6983232435877,3
27,69000,4,3,65500,3.5,450.0,5
25,57000,4,42,49900,3.0,340.0,5
15,55018,4,31,19500,1.5,170.0,4
50,87892,4,33,16500,2.0,210.0,8
4,54900,4,19,24500,2.5,360.0,12
14,89400,4,33,44500,5.0,460.0,5
5,91843,4,33,16000,3.0,300.0,8
9,87500,4,19,37900,6.2,455.0,9
5,65000,4,27,65000,4.4,567.0,7
26,100868,5,36,19000,2.5,200.0,6
4,71280,4,42,26500,2.0,252.0,8
34,49626,4,31,64995,4.0,469.0,5
9,19600,4,27,62000,6.2,455.0,3
21,70000,3,33,14995,3.716927534611586,331.6983232435877,29
8,146000,4,27,32750,6.2,420.0,7
49,120000,4,33,50000,3.5,295.0,6
5,71000,4,42,16500,4.4,445.0,10
14,36000,1,3,48000,6.7,475.0,5
14,150000,4,33,9400,3.5,310.0,13
23,24534,4,36,17000,2.0,147.0,6
5,82000,4,33,16995,2.0,240.0,8
8,62950,4,27,36599,3.6,335.0,5
14,105000,1,15,21900,3.5,365.0,9
14,119000,4,33,19500,3.5,365.0,12
49,63277,4,15,29000,2.5,182.0,6
14,29830,4,4,64600,2.7,331.6983232435877,3
25,67000,4,27,35999,3.0,340.0,6
14,24207,4,4,40036,3.5,331.6983232435877,3
1,32250,4,33,20900,2.4,201.0,5
26,200000,4,27,4100,4.6,380.0,16
5,116500,4,42,33600,4.4,560.0,11
14,15198,4,28,44605,1.5,331.6983232435877,3
49,160000,4,42,12490,3.5,240.0,18
5,125800,4,33,11500,3.0,300.0,10
29,91700,4,15,6500,1.6,181.0,17
26,32000,4,33,41000,4.3,278.0,22
25,106000,4,42,23000,5.0,510.0,7
20,79785,4,21,24900,3.7,330.0,10
9,135603,4,33,10000,1.8,136.0,13
14,182000,4,33,13700,3.5,365.0,10
14,187000,4,33,5500,4.0,210.0,26
34,84500,4,21,41500,6.2,451.0,10
34,82046,4,21,41999,3.5,268.0,8
5,51983,4,19,19999,3.0,300.0,15
11,141209,4,33,12500,5.7,310.0,16
37,67800,4,33,21500,5.6,317.0,15
15,194000,4,33,16900,5.3,355.0,9
17,48750,4,11,17500,1.8,143.0,9
34,99499,4,31,15900,3.0,362.0,9
21,40000,4,9,16500,4.0,290.0,24
14,108045,4,33,4500,2.0,160.0,11
37,55000,4,33,34000,5.6,317.0,9
25,111000,4,33,16000,5.0,375.0,11
14,38560,1,3,41950,6.7,475.0,3
14,35569,4,3,27500,2.3,331.6983232435877,3
40,41965,4,42,36999,4.5,450.0,20
14,54000,4,33,28000,3.7,300.0,8
14,28950,1,42,63500,6.7,450.0,6
22,26800,4,33,57000,3.6,293.0,2
49,119000,4,15,14500,4.6,310.0,10
49,19000,5,3,62500,3.4,437.0,2
4,111564,4,42,11000,2.0,220.0,10
51,160000,4,15,4000,3.2,235.0,16
44,106000,4,33,4500,2.7,173.0,15
50,16700,4,19,35900,2.0,315.0,4
40,37900,4,42,26900,3.8,400.0,6
4,14000,5,27,40000,2.9,444.0,3
25,34150,4,27,52900,5.0,518.0,7
49,186117,4,33,10750,4.0,245.0,18
9,1500,4,27,54900,6.2,490.0,1
14,74500,4,15,22000,5.0,412.0,13
14,167500,4,33,9000,4.0,210.0,17
7,119500,4,7,16999,5.7,260.0,28
22,54000,4,15,34000,3.6,285.0,5
4,96800,4,15,16000,2.0,211.0,11
34,41000,4,21,57500,5.5,577.0,9
4,22564,5,42,47999,2.0,248.0,2
32,19000,4,33,28900,2.5,187.0,5
34,53500,4,15,35300,3.0,362.0,5
20,48000,4,42,35000,3.0,300.0,9
14,161000,4,9,14500,2.5,171.0,9
5,45000,4,42,43500,4.4,400.0,10
51,110380,4,33,15900,2.0,316.0,6
5,120000,4,33,10000,2.0,240.0,9
9,99700,4,15,13500,6.0,400.0,17
29,118000,4,15,8900,1.6,118.0,14
22,74139,4,27,38000,3.6,285.0,6
40,25250,4,33,54000,3.0,379.0,3
20,61145,4,21,45900,5.6,400.0,8
20,60058,4,33,18500,3.7,328.0,11
25,87248,4,33,19999,5.0,385.0,11
9,49000,4,42,43000,6.2,430.0,16
14,65680,4,3,35500,3.5,375.0,6
5,75000,4,42,22000,4.4,445.0,7
5,55000,4,42,25500,2.0,240.0,9
9,49700,4,33,31650,5.3,355.0,7
20,53500,4,27,39900,3.5,295.0,5
25,4279,4,27,62500,2.0,237.0,4
9,107800,4,33,29994,6.0,395.0,17
5,40000,4,42,40200,4.4,445.0,7
26,63000,4,42,43000,5.0,471.0,6
26,80581,4,15,42000,2.0,235.0,7
5,80000,4,42,34000,4.4,567.0,5
21,61000,4,33,38000,4.2,300.0,18
14,105500,4,19,31000,5.0,412.0,12
9,143095,4,7,16000,6.0,400.0,19
34,83112,4,21,18500,3.5,268.0,16
5,87501,4,42,21495,2.0,240.0,9
21,153332,4,33,9000,4.0,290.0,20
5,153692,4,15,9900,3.0,300.0,18
9,139000,4,33,6500,4.3,190.0,23
5,59338,4,42,37500,3.0,425.0,5
11,143000,4,33,9400,3.7,210.0,13
22,5856,4,42,43000,3.6,285.0,5
1,116000,4,33,4900,3.5,260.0,17
15,189000,4,33,14000,4.8,270.0,22
34,16700,4,33,55999,2.0,241.0,4
5,17000,5,33,63000,3.0,335.0,2
34,70700,4,21,16995,2.0,188.0,9
4,23350,5,42,43000,3.0,335.0,5
9,178000,4,19,6500,3.6,305.0,11
51,57300,4,42,44990,2.5,250.0,5
49,74500,4,42,24999,2.4,158.0,17
9,66770,2,15,13000,5.3,355.0,9
25,153843,4,33,14250,4.2,400.0,16
26,67550,4,33,36999,2.0,235.0,8
5,165000,4,33,6500,4.8,360.0,19
22,170000,4,33,5500,3.7,210.0,16
5,13700,4,27,38700,4.4,600.0,3
15,97579,4,33,24900,5.3,355.0,9
4,4126,5,33,65000,3.0,335.0,4
11,70000,4,19,29800,6.1,425.0,14
9,91491,4,36,7000,2.4,168.0,12
14,162482,4,33,8500,4.0,210.0,17
5,25786,4,42,38900,2.0,228.0,3
5,71964,4,27,18800,3.0,300.0,11
5,135000,4,19,7000,3.0,300.0,13
10,45000,4,33,6000,3.5,250.0,13
26,49273,4,15,19000,4.6,386.0,8
5,65000,4,42,42000,3.0,320.0,6
34,73000,4,21,11800,3.5,268.0,13
4,25300,5,33,38880,3.0,335.0,5
34,135000,1,33,8500,3.0,188.0,10
22,14684,4,28,35387,3.6,331.6983232435877,3
15,58000,2,33,49900,6.0,360.0,5
21,72329,4,27,29500,3.0,380.0,8
20,103000,4,19,22500,3.5,298.0,21
26,119850,4,33,11000,3.5,268.0,17
41,14976,4,34,47756,5.7,331.6983232435877,2
9,74000,4,39,12000,6.2,426.0,14
22,4100,4,33,65000,3.6,285.0,4
5,29140,4,42,11900,3.0,425.0,9
4,13700,5,27,30000,3.0,335.0,3
14,66000,4,15,21500,3.5,365.0,8
11,95000,4,42,15000,3.6,305.0,14
40,56985,4,19,28500,3.8,400.0,10
5,13500,4,27,63000,2.0,248.0,3
34,87001,4,21,20990,3.0,362.0,10
34,84450,4,21,18000,3.5,302.0,10
37,116157,4,33,9900,3.5,284.0,12
49,153692,5,33,3900,3.5,306.0,14
5,132000,4,15,10500,3.0,300.0,13
20,39000,4,33,43500,3.5,295.0,4
23,85385,4,16,14599,2.0,331.6983232435877,7
14,53500,2,33,39000,5.0,395.0,6
11,137000,2,33,8500,3.6,283.0,11
14,47839,4,28,25215,2.0,331.6983232435877,3
9,112000,4,42,15750,6.2,426.0,14
29,74750,4,19,12500,1.6,181.0,8
26,89000,4,33,17950,4.3,300.0,17
19,87500,4,7,15995,1.6,175.0,8
34,72000,4,33,21900,4.0,416.0,7
26,106000,4,15,31000,4.6,301.0,8
40,12500,4,42,57900,3.0,330.0,2
14,98000,2,33,13500,3.5,290.0,8
14,105500,4,15,17500,3.5,365.0,8
7,158000,4,33,19780,3.6,288.0,9
1,102000,4,42,18300,3.7,300.0,7
20,127500,4,42,14800,3.7,328.0,12
46,8700,4,11,19999,2.5,300.0,16
22,38200,4,27,33000,3.6,285.0,6
14,143000,4,42,22500,3.7,275.0,9
5,92000,4,42,20000,3.0,315.0,10
5,22000,4,27,46500,3.0,503.0,3
4,13000,4,33,48000,3.0,349.0,2
14,57800,4,3,51900,3.5,375.0,5
40,31500,4,21,28000,3.0,420.0,9
34,91900,4,33,16800,3.5,248.0,11
19,127941,4,42,7500,2.0,260.0,15
19,124000,4,27,24440,3.8,311.0,9
25,58000,4,33,54995,5.0,510.0,7
14,169613,4,33,5900,4.0,210.0,17
22,28548,4,28,28748,2.0,331.6983232435877,3
49,500,5,3,52590,3.4,437.0,1
23,111650,4,15,17816,3.6,281.0,5
9,140401,2,15,16000,5.3,320.0,13
5,90000,4,27,19950,3.0,300.0,15
5,156350,4,15,10000,3.0,300.0,16
22,85325,4,27,33500,3.6,285.0,6
9,45000,4,33,39750,5.3,355.0,5
49,106000,6,33,16000,1.8,134.0,10
5,25918,4,42,26000,2.0,228.0,5
17,82323,4,19,28900,2.2,237.0,16
40,15895,4,23,36969,2.0,331.6983232435877,4
4,72000,4,21,19600,2.0,252.0,6
14,490,4,4,47850,3.5,331.6983232435877,2
51,199000,4,42,5500,2.5,227.0,13
14,91000,4,19,27500,3.5,400.0,8
16,34455,4,42,32500,5.0,420.0,7
32,4004,4,15,28900,2.5,186.0,5
34,138050,4,21,12500,4.7,335.0,13
5,67500,4,42,18000,3.0,300.0,13
5,65000,4,15,35200,4.4,400.0,11
14,29719,2,15,31000,5.0,385.0,7
14,51808,4,19,42500,5.0,435.0,5
49,44459,5,33,4495,1.8,121.0,9
34,46100,4,31,33999,3.0,362.0,6
14,59459,1,3,44900,6.7,450.0,6
34,72836,4,33,36500,2.0,255.0,5
9,15000,4,42,30000,6.2,490.0,2
14,53500,4,3,31500,2.7,325.0,6
14,140500,4,36,14999,2.5,175.0,9
15,77500,4,4,28825,6.2,331.6983232435877,6
14,12000,4,3,44400,2.7,315.0,1
